#                                                        a0: signalShape
#                                                          a1: syncPhase
#                                                       a2: binOfMaximum
#                                                          a3: timePhase
#                                                       a4: timeSmearing
#                                                      a5: packingScheme
#   eta  phi  dep        det      param1      DetId     a0   a1   a2     a3   a4   a5
     -9   24    4         HO   136648317    46010498   125    1    5    5.0    0    1
    -10   24    4         HO   136648317    46010518   125    1    5    5.0    0    1
    -11   24    4         HO   136648317    46010598   125    1    5    5.0    0    1
    -12   24    4         HO   136648317    46010618   125    1    5    5.0    0    1
    -13   24    4         HO   136648317    46010698   125    1    5    5.0    0    1
    -14   24    4         HO   136648317    46010718   125    1    5    5.0    0    1
    -15   24    4         HO   136648317    46010798   125    1    5    5.0    0    1
     -1   25    4         HO   136648317    46010099   125    1    5    5.0    0    1
     -2   25    4         HO   136648317    46010119   125    1    5    5.0    0    1
     -3   25    4         HO   136648317    46010199   125    1    5    5.0    0    1
     -4   25    4         HO   136648317    46010219   125    1    5    5.0    0    1
     -5   25    4         HO   136648317    46010299   125    1    5    5.0    0    1
     -6   25    4         HO   136648317    46010319   125    1    5    5.0    0    1
     -7   25    4         HO   136648317    46010399   125    1    5    5.0    0    1
     -8   25    4         HO   136648317    46010419   125    1    5    5.0    0    1
     -9   25    4         HO   136648317    46010499   125    1    5    5.0    0    1
    -10   25    4         HO   136648317    46010519   125    1    5    5.0    0    1
    -11   25    4         HO   136648317    46010599   125    1    5    5.0    0    1
    -12   25    4         HO   136648317    46010619   125    1    5    5.0    0    1
    -13   25    4         HO   136648317    46010699   125    1    5    5.0    0    1
    -14   25    4         HO   136648317    46010719   125    1    5    5.0    0    1
    -15   25    4         HO   136648317    46010799   125    1    5    5.0    0    1
     -1   26    4         HO   136648317    4601009A   125    1    5    5.0    0    1
     -2   26    4         HO   136648317    4601011A   125    1    5    5.0    0    1
     -3   26    4         HO   136648317    4601019A   125    1    5    5.0    0    1
     -4   26    4         HO   136648317    4601021A   125    1    5    5.0    0    1
     -5   26    4         HO   136648317    4601029A   125    1    5    5.0    0    1
     -6   26    4         HO   136648317    4601031A   125    1    5    5.0    0    1
     -7   26    4         HO   136648317    4601039A   125    1    5    5.0    0    1
     -8   26    4         HO   136648317    4601041A   125    1    5    5.0    0    1
     -9   26    4         HO   136648317    4601049A   125    1    5    5.0    0    1
    -10   26    4         HO   136648317    4601051A   125    1    5    5.0    0    1
    -11   26    4         HO   136648317    4601059A   125    1    5    5.0    0    1
    -12   26    4         HO   136648317    4601061A   125    1    5    5.0    0    1
    -13   26    4         HO   136648317    4601069A   125    1    5    5.0    0    1
    -14   26    4         HO   136648317    4601071A   125    1    5    5.0    0    1
    -15   26    4         HO   136648317    4601079A   125    1    5    5.0    0    1
     -1   27    4         HO   136648317    4601009B   125    1    5    5.0    0    1
     -2   27    4         HO   136648317    4601011B   125    1    5    5.0    0    1
     -3   27    4         HO   136648317    4601019B   125    1    5    5.0    0    1
     -4   27    4         HO   136648317    4601021B   125    1    5    5.0    0    1
     -5   27    4         HO   136648317    4601029B   125    1    5    5.0    0    1
     -6   27    4         HO   136648317    4601031B   125    1    5    5.0    0    1
     -7   27    4         HO   136648317    4601039B   125    1    5    5.0    0    1
     -8   27    4         HO   136648317    4601041B   125    1    5    5.0    0    1
     -9   27    4         HO   136648317    4601049B   125    1    5    5.0    0    1
    -10   27    4         HO   136648317    4601051B   125    1    5    5.0    0    1
    -11   27    4         HO   136648317    4601059B   125    1    5    5.0    0    1
    -12   27    4         HO   136648317    4601061B   125    1    5    5.0    0    1
    -13   27    4         HO   136648317    4601069B   125    1    5    5.0    0    1
    -14   27    4         HO   136648317    4601071B   125    1    5    5.0    0    1
    -15   27    4         HO   136648317    4601079B   125    1    5    5.0    0    1
     -1   28    4         HO   136648317    4601009C   125    1    5    5.0    0    1
     -2   28    4         HO   136648317    4601011C   125    1    5    5.0    0    1
     -3   28    4         HO   136648317    4601019C   125    1    5    5.0    0    1
     -4   28    4         HO   136648317    4601021C   125    1    5    5.0    0    1
     -5   28    4         HO   136648317    4601029C   125    1    5    5.0    0    1
     -6   28    4         HO   136648317    4601031C   125    1    5    5.0    0    1
     -7   28    4         HO   136648317    4601039C   125    1    5    5.0    0    1
     -8   28    4         HO   136648317    4601041C   125    1    5    5.0    0    1
     -9   28    4         HO   136648317    4601049C   125    1    5    5.0    0    1
    -10   28    4         HO   136648317    4601051C   125    1    5    5.0    0    1
    -11   28    4         HO   136648317    4601059C   125    1    5    5.0    0    1
    -12   28    4         HO   136648317    4601061C   125    1    5    5.0    0    1
    -13   28    4         HO   136648317    4601069C   125    1    5    5.0    0    1
    -14   28    4         HO   136648317    4601071C   125    1    5    5.0    0    1
    -15   28    4         HO   136648317    4601079C   125    1    5    5.0    0    1
     -1   29    4         HO   136648317    4601009D   125    1    5    5.0    0    1
     -2   29    4         HO   136648317    4601011D   125    1    5    5.0    0    1
     -3   29    4         HO   136648317    4601019D   125    1    5    5.0    0    1
     -4   29    4         HO   136648317    4601021D   125    1    5    5.0    0    1
     -5   29    4         HO   136648317    4601029D   125    1    5    5.0    0    1
     -6   29    4         HO   136648317    4601031D   125    1    5    5.0    0    1
     -7   29    4         HO   136648317    4601039D   125    1    5    5.0    0    1
     -8   29    4         HO   136648317    4601041D   125    1    5    5.0    0    1
     -9   29    4         HO   136648317    4601049D   125    1    5    5.0    0    1
    -10   29    4         HO   136648317    4601051D   125    1    5    5.0    0    1
    -11   29    4         HO   136648317    4601059D   125    1    5    5.0    0    1
    -12   29    4         HO   136648317    4601061D   125    1    5    5.0    0    1
    -13   29    4         HO   136648317    4601069D   125    1    5    5.0    0    1
    -14   29    4         HO   136648317    4601071D   125    1    5    5.0    0    1
    -15   29    4         HO   136648317    4601079D   125    1    5    5.0    0    1
     -1   30    4         HO   136648317    4601009E   125    1    5    5.0    0    1
     -2   30    4         HO   136648317    4601011E   125    1    5    5.0    0    1
     -3   30    4         HO   136648317    4601019E   125    1    5    5.0    0    1
     -4   30    4         HO   136648317    4601021E   125    1    5    5.0    0    1
     -5   30    4         HO   136648317    4601029E   125    1    5    5.0    0    1
     -6   30    4         HO   136648317    4601031E   125    1    5    5.0    0    1
     -7   30    4         HO   136648317    4601039E   125    1    5    5.0    0    1
     -8   30    4         HO   136648317    4601041E   125    1    5    5.0    0    1
     -9   30    4         HO   136648317    4601049E   125    1    5    5.0    0    1
    -10   30    4         HO   136648317    4601051E   125    1    5    5.0    0    1
    -11   30    4         HO   136648317    4601059E   125    1    5    5.0    0    1
    -12   30    4         HO   136648317    4601061E   125    1    5    5.0    0    1
    -13   30    4         HO   136648317    4601069E   125    1    5    5.0    0    1
    -14   30    4         HO   136648317    4601071E   125    1    5    5.0    0    1
    -15   30    4         HO   136648317    4601079E   125    1    5    5.0    0    1
     -1   31    4         HO   136648317    4601009F   125    1    5    5.0    0    1
     -2   31    4         HO   136648317    4601011F   125    1    5    5.0    0    1
     -3   31    4         HO   136648317    4601019F   125    1    5    5.0    0    1
     -4   31    4         HO   136648317    4601021F   125    1    5    5.0    0    1
     -5   31    4         HO   136648317    4601029F   125    1    5    5.0    0    1
     -6   31    4         HO   136648317    4601031F   125    1    5    5.0    0    1
     -7   31    4         HO   136648317    4601039F   125    1    5    5.0    0    1
     -8   31    4         HO   136648317    4601041F   125    1    5    5.0    0    1
     -9   31    4         HO   136648317    4601049F   125    1    5    5.0    0    1
    -10   31    4         HO   136648317    4601051F   125    1    5    5.0    0    1
    -11   31    4         HO   136648317    4601059F   125    1    5    5.0    0    1
    -12   31    4         HO   136648317    4601061F   125    1    5    5.0    0    1
    -13   31    4         HO   136648317    4601069F   125    1    5    5.0    0    1
    -14   31    4         HO   136648317    4601071F   125    1    5    5.0    0    1
    -15   31    4         HO   136648317    4601079F   125    1    5    5.0    0    1
     -1   32    4         HO   136648317    460100A0   125    1    5    5.0    0    1
     -2   32    4         HO   136648317    46010120   125    1    5    5.0    0    1
     -3   32    4         HO   136648317    460101A0   125    1    5    5.0    0    1
     -4   32    4         HO   136648317    46010220   125    1    5    5.0    0    1
     -5   32    4         HO   136648317    460102A0   125    1    5    5.0    0    1
     -6   32    4         HO   136648317    46010320   125    1    5    5.0    0    1
     -7   32    4         HO   136648317    460103A0   125    1    5    5.0    0    1
     -8   32    4         HO   136648317    46010420   125    1    5    5.0    0    1
     -9   32    4         HO   136648317    460104A0   125    1    5    5.0    0    1
    -10   32    4         HO   136648317    46010520   125    1    5    5.0    0    1
    -11   32    4         HO   136648317    460105A0   125    1    5    5.0    0    1
    -12   32    4         HO   136648317    46010620   125    1    5    5.0    0    1
    -13   32    4         HO   136648317    460106A0   125    1    5    5.0    0    1
    -14   32    4         HO   136648317    46010720   125    1    5    5.0    0    1
    -15   32    4         HO   136648317    460107A0   125    1    5    5.0    0    1
     -1   33    4         HO   136648317    460100A1   125    1    5    5.0    0    1
     -2   33    4         HO   136648317    46010121   125    1    5    5.0    0    1
     -3   33    4         HO   136648317    460101A1   125    1    5    5.0    0    1
     -4   33    4         HO   136648317    46010221   125    1    5    5.0    0    1
     -5   33    4         HO   136648317    460102A1   125    1    5    5.0    0    1
     -6   33    4         HO   136648317    46010321   125    1    5    5.0    0    1
     -7   33    4         HO   136648317    460103A1   125    1    5    5.0    0    1
     -8   33    4         HO   136648317    46010421   125    1    5    5.0    0    1
     -9   33    4         HO   136648317    460104A1   125    1    5    5.0    0    1
    -10   33    4         HO   136648317    46010521   125    1    5    5.0    0    1
    -11   33    4         HO   136648317    460105A1   125    1    5    5.0    0    1
    -12   33    4         HO   136648317    46010621   125    1    5    5.0    0    1
    -13   33    4         HO   136648317    460106A1   125    1    5    5.0    0    1
    -14   33    4         HO   136648317    46010721   125    1    5    5.0    0    1
    -15   33    4         HO   136648317    460107A1   125    1    5    5.0    0    1
     -1   34    4         HO   136648317    460100A2   125    1    5    5.0    0    1
     -2   34    4         HO   136648317    46010122   125    1    5    5.0    0    1
     -3   34    4         HO   136648317    460101A2   125    1    5    5.0    0    1
     -4   34    4         HO   136648317    46010222   125    1    5    5.0    0    1
     -5   34    4         HO   136648317    460102A2   125    1    5    5.0    0    1
     -6   34    4         HO   136648317    46010322   125    1    5    5.0    0    1
     -7   34    4         HO   136648317    460103A2   125    1    5    5.0    0    1
     -8   34    4         HO   136648317    46010422   125    1    5    5.0    0    1
     -9   34    4         HO   136648317    460104A2   125    1    5    5.0    0    1
    -10   34    4         HO   136648317    46010522   125    1    5    5.0    0    1
    -11   34    4         HO   136648317    460105A2   125    1    5    5.0    0    1
    -12   34    4         HO   136648317    46010622   125    1    5    5.0    0    1
    -13   34    4         HO   136648317    460106A2   125    1    5    5.0    0    1
    -14   34    4         HO   136648317    46010722   125    1    5    5.0    0    1
    -15   34    4         HO   136648317    460107A2   125    1    5    5.0    0    1
     -1   35    4         HO   136648317    460100A3   125    1    5    5.0    0    1
     -2   35    4         HO   136648317    46010123   125    1    5    5.0    0    1
     -3   35    4         HO   136648317    460101A3   125    1    5    5.0    0    1
     -4   35    4         HO   136648317    46010223   125    1    5    5.0    0    1
     -5   35    4         HO   136648317    460102A3   125    1    5    5.0    0    1
     -6   35    4         HO   136648317    46010323   125    1    5    5.0    0    1
     -7   35    4         HO   136648317    460103A3   125    1    5    5.0    0    1
     -8   35    4         HO   136648317    46010423   125    1    5    5.0    0    1
     -9   35    4         HO   136648317    460104A3   125    1    5    5.0    0    1
    -10   35    4         HO   136648317    46010523   125    1    5    5.0    0    1
    -11   35    4         HO   136648317    460105A3   125    1    5    5.0    0    1
    -12   35    4         HO   136648317    46010623   125    1    5    5.0    0    1
    -13   35    4         HO   136648317    460106A3   125    1    5    5.0    0    1
    -14   35    4         HO   136648317    46010723   125    1    5    5.0    0    1
    -15   35    4         HO   136648317    460107A3   125    1    5    5.0    0    1
     -1   36    4         HO   136648317    460100A4   125    1    5    5.0    0    1
     -2   36    4         HO   136648317    46010124   125    1    5    5.0    0    1
     -3   36    4         HO   136648317    460101A4   125    1    5    5.0    0    1
     -4   36    4         HO   136648317    46010224   125    1    5    5.0    0    1
     -5   36    4         HO   136648317    460102A4   125    1    5    5.0    0    1
     -6   36    4         HO   136648317    46010324   125    1    5    5.0    0    1
     -7   36    4         HO   136648317    460103A4   125    1    5    5.0    0    1
     -8   36    4         HO   136648317    46010424   125    1    5    5.0    0    1
     -9   36    4         HO   136648317    460104A4   125    1    5    5.0    0    1
    -10   36    4         HO   136648317    46010524   125    1    5    5.0    0    1
    -11   36    4         HO   136648317    460105A4   125    1    5    5.0    0    1
    -12   36    4         HO   136648317    46010624   125    1    5    5.0    0    1
    -13   36    4         HO   136648317    460106A4   125    1    5    5.0    0    1
    -14   36    4         HO   136648317    46010724   125    1    5    5.0    0    1
    -15   36    4         HO   136648317    460107A4   125    1    5    5.0    0    1
     -1   37    4         HO   136648317    460100A5   125    1    5    5.0    0    1
     -2   37    4         HO   136648317    46010125   125    1    5    5.0    0    1
     -3   37    4         HO   136648317    460101A5   125    1    5    5.0    0    1
     -4   37    4         HO   136648317    46010225   125    1    5    5.0    0    1
     -5   37    4         HO   136648317    460102A5   125    1    5    5.0    0    1
     -6   37    4         HO   136648317    46010325   125    1    5    5.0    0    1
     -7   37    4         HO   136648317    460103A5   125    1    5    5.0    0    1
     -8   37    4         HO   136648317    46010425   125    1    5    5.0    0    1
     -9   37    4         HO   136648317    460104A5   125    1    5    5.0    0    1
    -10   37    4         HO   136648317    46010525   125    1    5    5.0    0    1
    -11   37    4         HO   136648317    460105A5   125    1    5    5.0    0    1
    -12   37    4         HO   136648317    46010625   125    1    5    5.0    0    1
    -13   37    4         HO   136648317    460106A5   125    1    5    5.0    0    1
    -14   37    4         HO   136648317    46010725   125    1    5    5.0    0    1
    -15   37    4         HO   136648317    460107A5   125    1    5    5.0    0    1
     -1   38    4         HO   136648317    460100A6   125    1    5    5.0    0    1
     -2   38    4         HO   136648317    46010126   125    1    5    5.0    0    1
     -3   38    4         HO   136648317    460101A6   125    1    5    5.0    0    1
     -4   38    4         HO   136648317    46010226   125    1    5    5.0    0    1
     -5   38    4         HO   136648317    460102A6   125    1    5    5.0    0    1
     -6   38    4         HO   136648317    46010326   125    1    5    5.0    0    1
     -7   38    4         HO   136648317    460103A6   125    1    5    5.0    0    1
     -8   38    4         HO   136648317    46010426   125    1    5    5.0    0    1
     -9   38    4         HO   136648317    460104A6   125    1    5    5.0    0    1
    -10   38    4         HO   136648317    46010526   125    1    5    5.0    0    1
    -11   38    4         HO   136648317    460105A6   125    1    5    5.0    0    1
    -12   38    4         HO   136648317    46010626   125    1    5    5.0    0    1
    -13   38    4         HO   136648317    460106A6   125    1    5    5.0    0    1
    -14   38    4         HO   136648317    46010726   125    1    5    5.0    0    1
    -15   38    4         HO   136648317    460107A6   125    1    5    5.0    0    1
     -1   39    4         HO   136648317    460100A7   125    1    5    5.0    0    1
     -2   39    4         HO   136648317    46010127   125    1    5    5.0    0    1
     -3   39    4         HO   136648317    460101A7   125    1    5    5.0    0    1
     -4   39    4         HO   136648317    46010227   125    1    5    5.0    0    1
     -5   39    4         HO   136648317    460102A7   125    1    5    5.0    0    1
     -6   39    4         HO   136648317    46010327   125    1    5    5.0    0    1
     -7   39    4         HO   136648317    460103A7   125    1    5    5.0    0    1
     -8   39    4         HO   136648317    46010427   125    1    5    5.0    0    1
     -9   39    4         HO   136648317    460104A7   125    1    5    5.0    0    1
    -10   39    4         HO   136648317    46010527   125    1    5    5.0    0    1
    -11   39    4         HO   136648317    460105A7   125    1    5    5.0    0    1
    -12   39    4         HO   136648317    46010627   125    1    5    5.0    0    1
    -13   39    4         HO   136648317    460106A7   125    1    5    5.0    0    1
    -14   39    4         HO   136648317    46010727   125    1    5    5.0    0    1
    -15   39    4         HO   136648317    460107A7   125    1    5    5.0    0    1
     -1   40    4         HO   136648317    460100A8   125    1    5    5.0    0    1
     -2   40    4         HO   136648317    46010128   125    1    5    5.0    0    1
     -3   40    4         HO   136648317    460101A8   125    1    5    5.0    0    1
     -4   40    4         HO   136648317    46010228   125    1    5    5.0    0    1
     -5   40    4         HO   136648317    460102A8   125    1    5    5.0    0    1
     -6   40    4         HO   136648317    46010328   125    1    5    5.0    0    1
     -7   40    4         HO   136648317    460103A8   125    1    5    5.0    0    1
     -8   40    4         HO   136648317    46010428   125    1    5    5.0    0    1
     -9   40    4         HO   136648317    460104A8   125    1    5    5.0    0    1
    -10   40    4         HO   136648317    46010528   125    1    5    5.0    0    1
    -11   40    4         HO   136648317    460105A8   125    1    5    5.0    0    1
    -12   40    4         HO   136648317    46010628   125    1    5    5.0    0    1
    -13   40    4         HO   136648317    460106A8   125    1    5    5.0    0    1
    -14   40    4         HO   136648317    46010728   125    1    5    5.0    0    1
    -15   40    4         HO   136648317    460107A8   125    1    5    5.0    0    1
     -1   41    4         HO   136648317    460100A9   125    1    5    5.0    0    1
     -2   41    4         HO   136648317    46010129   125    1    5    5.0    0    1
     -3   41    4         HO   136648317    460101A9   125    1    5    5.0    0    1
     -4   41    4         HO   136648317    46010229   125    1    5    5.0    0    1
     -5   41    4         HO   136648317    460102A9   125    1    5    5.0    0    1
     -6   41    4         HO   136648317    46010329   125    1    5    5.0    0    1
     -7   41    4         HO   136648317    460103A9   125    1    5    5.0    0    1
     -8   41    4         HO   136648317    46010429   125    1    5    5.0    0    1
     -9   41    4         HO   136648317    460104A9   125    1    5    5.0    0    1
    -10   41    4         HO   136648317    46010529   125    1    5    5.0    0    1
    -11   41    4         HO   136648317    460105A9   125    1    5    5.0    0    1
    -12   41    4         HO   136648317    46010629   125    1    5    5.0    0    1
    -13   41    4         HO   136648317    460106A9   125    1    5    5.0    0    1
    -14   41    4         HO   136648317    46010729   125    1    5    5.0    0    1
    -15   41    4         HO   136648317    460107A9   125    1    5    5.0    0    1
     -1   42    4         HO   136648317    460100AA   125    1    5    5.0    0    1
     -2   42    4         HO   136648317    4601012A   125    1    5    5.0    0    1
     -3   42    4         HO   136648317    460101AA   125    1    5    5.0    0    1
     -4   42    4         HO   136648317    4601022A   125    1    5    5.0    0    1
     -5   42    4         HO   136648317    460102AA   125    1    5    5.0    0    1
     -6   42    4         HO   136648317    4601032A   125    1    5    5.0    0    1
     -7   42    4         HO   136648317    460103AA   125    1    5    5.0    0    1
     -8   42    4         HO   136648317    4601042A   125    1    5    5.0    0    1
     -9   42    4         HO   136648317    460104AA   125    1    5    5.0    0    1
    -10   42    4         HO   136648317    4601052A   125    1    5    5.0    0    1
    -11   42    4         HO   136648317    460105AA   125    1    5    5.0    0    1
    -12   42    4         HO   136648317    4601062A   125    1    5    5.0    0    1
    -13   42    4         HO   136648317    460106AA   125    1    5    5.0    0    1
    -14   42    4         HO   136648317    4601072A   125    1    5    5.0    0    1
    -15   42    4         HO   136648317    460107AA   125    1    5    5.0    0    1
     -1   43    4         HO   136648317    460100AB   125    1    5    5.0    0    1
     -2   43    4         HO   136648317    4601012B   125    1    5    5.0    0    1
     -3   43    4         HO   136648317    460101AB   125    1    5    5.0    0    1
     -4   43    4         HO   136648317    4601022B   125    1    5    5.0    0    1
     -5   43    4         HO   136648317    460102AB   125    1    5    5.0    0    1
     -6   43    4         HO   136648317    4601032B   125    1    5    5.0    0    1
     -7   43    4         HO   136648317    460103AB   125    1    5    5.0    0    1
     -8   43    4         HO   136648317    4601042B   125    1    5    5.0    0    1
     -9   43    4         HO   136648317    460104AB   125    1    5    5.0    0    1
    -10   43    4         HO   136648317    4601052B   125    1    5    5.0    0    1
    -11   43    4         HO   136648317    460105AB   125    1    5    5.0    0    1
    -12   43    4         HO   136648317    4601062B   125    1    5    5.0    0    1
    -13   43    4         HO   136648317    460106AB   125    1    5    5.0    0    1
    -14   43    4         HO   136648317    4601072B   125    1    5    5.0    0    1
    -15   43    4         HO   136648317    460107AB   125    1    5    5.0    0    1
     -1   44    4         HO   136648317    460100AC   125    1    5    5.0    0    1
     -2   44    4         HO   136648317    4601012C   125    1    5    5.0    0    1
     -3   44    4         HO   136648317    460101AC   125    1    5    5.0    0    1
     -4   44    4         HO   136648317    4601022C   125    1    5    5.0    0    1
     -5   44    4         HO   136648317    460102AC   125    1    5    5.0    0    1
     -6   44    4         HO   136648317    4601032C   125    1    5    5.0    0    1
     -7   44    4         HO   136648317    460103AC   125    1    5    5.0    0    1
     -8   44    4         HO   136648317    4601042C   125    1    5    5.0    0    1
     -9   44    4         HO   136648317    460104AC   125    1    5    5.0    0    1
    -10   44    4         HO   136648317    4601052C   125    1    5    5.0    0    1
    -11   44    4         HO   136648317    460105AC   125    1    5    5.0    0    1
    -12   44    4         HO   136648317    4601062C   125    1    5    5.0    0    1
    -13   44    4         HO   136648317    460106AC   125    1    5    5.0    0    1
    -14   44    4         HO   136648317    4601072C   125    1    5    5.0    0    1
    -15   44    4         HO   136648317    460107AC   125    1    5    5.0    0    1
     -1   45    4         HO   136648317    460100AD   125    1    5    5.0    0    1
     -2   45    4         HO   136648317    4601012D   125    1    5    5.0    0    1
     -3   45    4         HO   136648317    460101AD   125    1    5    5.0    0    1
     -4   45    4         HO   136648317    4601022D   125    1    5    5.0    0    1
     -5   45    4         HO   136648317    460102AD   125    1    5    5.0    0    1
     -6   45    4         HO   136648317    4601032D   125    1    5    5.0    0    1
     -7   45    4         HO   136648317    460103AD   125    1    5    5.0    0    1
     -8   45    4         HO   136648317    4601042D   125    1    5    5.0    0    1
     -9   45    4         HO   136648317    460104AD   125    1    5    5.0    0    1
    -10   45    4         HO   136648317    4601052D   125    1    5    5.0    0    1
    -11   45    4         HO   136648317    460105AD   125    1    5    5.0    0    1
    -12   45    4         HO   136648317    4601062D   125    1    5    5.0    0    1
    -13   45    4         HO   136648317    460106AD   125    1    5    5.0    0    1
    -14   45    4         HO   136648317    4601072D   125    1    5    5.0    0    1
    -15   45    4         HO   136648317    460107AD   125    1    5    5.0    0    1
     -1   46    4         HO   136648317    460100AE   125    1    5    5.0    0    1
     -2   46    4         HO   136648317    4601012E   125    1    5    5.0    0    1
     -3   46    4         HO   136648317    460101AE   125    1    5    5.0    0    1
     -4   46    4         HO   136648317    4601022E   125    1    5    5.0    0    1
     -5   46    4         HO   136648317    460102AE   125    1    5    5.0    0    1
     -6   46    4         HO   136648317    4601032E   125    1    5    5.0    0    1
     -7   46    4         HO   136648317    460103AE   125    1    5    5.0    0    1
     -8   46    4         HO   136648317    4601042E   125    1    5    5.0    0    1
     -9   46    4         HO   136648317    460104AE   125    1    5    5.0    0    1
    -10   46    4         HO   136648317    4601052E   125    1    5    5.0    0    1
    -11   46    4         HO   136648317    460105AE   125    1    5    5.0    0    1
    -12   46    4         HO   136648317    4601062E   125    1    5    5.0    0    1
    -13   46    4         HO   136648317    460106AE   125    1    5    5.0    0    1
    -14   46    4         HO   136648317    4601072E   125    1    5    5.0    0    1
    -15   46    4         HO   136648317    460107AE   125    1    5    5.0    0    1
     -1   47    4         HO   136648317    460100AF   125    1    5    5.0    0    1
     -2   47    4         HO   136648317    4601012F   125    1    5    5.0    0    1
     -3   47    4         HO   136648317    460101AF   125    1    5    5.0    0    1
     -4   47    4         HO   136648317    4601022F   125    1    5    5.0    0    1
     -5   47    4         HO   136648317    460102AF   125    1    5    5.0    0    1
     -6   47    4         HO   136648317    4601032F   125    1    5    5.0    0    1
     -7   47    4         HO   136648317    460103AF   125    1    5    5.0    0    1
     -8   47    4         HO   136648317    4601042F   125    1    5    5.0    0    1
     -9   47    4         HO   136648317    460104AF   125    1    5    5.0    0    1
    -10   47    4         HO   136648317    4601052F   125    1    5    5.0    0    1
    -11   47    4         HO   136648317    460105AF   125    1    5    5.0    0    1
    -12   47    4         HO   136648317    4601062F   125    1    5    5.0    0    1
    -13   47    4         HO   136648317    460106AF   125    1    5    5.0    0    1
    -14   47    4         HO   136648317    4601072F   125    1    5    5.0    0    1
    -15   47    4         HO   136648317    460107AF   125    1    5    5.0    0    1
     -1   48    4         HO   136648317    460100B0   125    1    5    5.0    0    1
     -2   48    4         HO   136648317    46010130   125    1    5    5.0    0    1
     -3   48    4         HO   136648317    460101B0   125    1    5    5.0    0    1
     -4   48    4         HO   136648317    46010230   125    1    5    5.0    0    1
     -5   48    4         HO   136648317    460102B0   125    1    5    5.0    0    1
     -6   48    4         HO   136648317    46010330   125    1    5    5.0    0    1
     -7   48    4         HO   136648317    460103B0   125    1    5    5.0    0    1
     -8   48    4         HO   136648317    46010430   125    1    5    5.0    0    1
     -9   48    4         HO   136648317    460104B0   125    1    5    5.0    0    1
    -10   48    4         HO   136648317    46010530   125    1    5    5.0    0    1
    -11   48    4         HO   136648317    460105B0   125    1    5    5.0    0    1
    -12   48    4         HO   136648317    46010630   125    1    5    5.0    0    1
    -13   48    4         HO   136648317    460106B0   125    1    5    5.0    0    1
    -14   48    4         HO   136648317    46010730   125    1    5    5.0    0    1
    -15   48    4         HO   136648317    460107B0   125    1    5    5.0    0    1
     -1   49    4         HO   136648317    460100B1   125    1    5    5.0    0    1
     -2   49    4         HO   136648317    46010131   125    1    5    5.0    0    1
     -3   49    4         HO   136648317    460101B1   125    1    5    5.0    0    1
     -4   49    4         HO   136648317    46010231   125    1    5    5.0    0    1
     -5   49    4         HO   136648317    460102B1   125    1    5    5.0    0    1
     -6   49    4         HO   136648317    46010331   125    1    5    5.0    0    1
     -7   49    4         HO   136648317    460103B1   125    1    5    5.0    0    1
     -8   49    4         HO   136648317    46010431   125    1    5    5.0    0    1
     -9   49    4         HO   136648317    460104B1   125    1    5    5.0    0    1
    -10   49    4         HO   136648317    46010531   125    1    5    5.0    0    1
    -11   49    4         HO   136648317    460105B1   125    1    5    5.0    0    1
    -12   49    4         HO   136648317    46010631   125    1    5    5.0    0    1
    -13   49    4         HO   136648317    460106B1   125    1    5    5.0    0    1
    -14   49    4         HO   136648317    46010731   125    1    5    5.0    0    1
    -15   49    4         HO   136648317    460107B1   125    1    5    5.0    0    1
     -1   50    4         HO   136648317    460100B2   125    1    5    5.0    0    1
     -2   50    4         HO   136648317    46010132   125    1    5    5.0    0    1
     -3   50    4         HO   136648317    460101B2   125    1    5    5.0    0    1
     -4   50    4         HO   136648317    46010232   125    1    5    5.0    0    1
     -5   50    4         HO   136648317    460102B2   125    1    5    5.0    0    1
     -6   50    4         HO   136648317    46010332   125    1    5    5.0    0    1
     -7   50    4         HO   136648317    460103B2   125    1    5    5.0    0    1
     -8   50    4         HO   136648317    46010432   125    1    5    5.0    0    1
     -9   50    4         HO   136648317    460104B2   125    1    5    5.0    0    1
    -10   50    4         HO   136648317    46010532   125    1    5    5.0    0    1
    -11   50    4         HO   136648317    460105B2   125    1    5    5.0    0    1
    -12   50    4         HO   136648317    46010632   125    1    5    5.0    0    1
    -13   50    4         HO   136648317    460106B2   125    1    5    5.0    0    1
    -14   50    4         HO   136648317    46010732   125    1    5    5.0    0    1
    -15   50    4         HO   136648317    460107B2   125    1    5    5.0    0    1
     -1   51    4         HO   136648317    460100B3   125    1    5    5.0    0    1
     -2   51    4         HO   136648317    46010133   125    1    5    5.0    0    1
     -3   51    4         HO   136648317    460101B3   125    1    5    5.0    0    1
     -4   51    4         HO   136648317    46010233   125    1    5    5.0    0    1
     -5   51    4         HO   136648317    460102B3   125    1    5    5.0    0    1
     -6   51    4         HO   136648317    46010333   125    1    5    5.0    0    1
     -7   51    4         HO   136648317    460103B3   125    1    5    5.0    0    1
     -8   51    4         HO   136648317    46010433   125    1    5    5.0    0    1
     -9   51    4         HO   136648317    460104B3   125    1    5    5.0    0    1
    -10   51    4         HO   136648317    46010533   125    1    5    5.0    0    1
    -11   51    4         HO   136648317    460105B3   125    1    5    5.0    0    1
    -12   51    4         HO   136648317    46010633   125    1    5    5.0    0    1
    -13   51    4         HO   136648317    460106B3   125    1    5    5.0    0    1
    -14   51    4         HO   136648317    46010733   125    1    5    5.0    0    1
