#                                                        a0: signalShape
#                                                          a1: syncPhase
#                                                       a2: binOfMaximum
#                                                          a3: timePhase
#                                                       a4: timeSmearing
#                                                      a5: packingScheme
#   eta  phi  dep        det      param1      DetId     a0   a1   a2     a3   a4   a5
     -7   23    1         HB   140908157    42004397   125    1    5    6.0    1    1
     -8   23    1         HB   140908157    42004417   125    1    5    6.0    1    1
     -9   23    1         HB   140908157    42004497   125    1    5    6.0    1    1
    -10   23    1         HB   140908157    42004517   125    1    5    6.0    1    1
    -11   23    1         HB   140908157    42004597   125    1    5    6.0    1    1
    -12   23    1         HB   140908157    42004617   125    1    5    6.0    1    1
    -13   23    1         HB   140908157    42004697   125    1    5    6.0    1    1
    -14   23    1         HB   140908157    42004717   125    1    5    6.0    1    1
    -15   23    1         HB   140908157    42004797   125    1    5    6.0    1    1
    -15   23    2         HB   140908157    42008797   125    1    5    6.0    1    1
    -16   23    1         HB   140908157    42004817   125    1    5    6.0    1    1
    -16   23    2         HB   140908157    42008817   125    1    5    6.0    1    1
     -1   24    1         HB   140908157    42004098   125    1    5    6.0    1    1
     -2   24    1         HB   140908157    42004118   125    1    5    6.0    1    1
     -3   24    1         HB   140908157    42004198   125    1    5    6.0    1    1
     -4   24    1         HB   140908157    42004218   125    1    5    6.0    1    1
     -5   24    1         HB   140908157    42004298   125    1    5    6.0    1    1
     -6   24    1         HB   140908157    42004318   125    1    5    6.0    1    1
     -7   24    1         HB   140908157    42004398   125    1    5    6.0    1    1
     -8   24    1         HB   140908157    42004418   125    1    5    6.0    1    1
     -9   24    1         HB   140908157    42004498   125    1    5    6.0    1    1
    -10   24    1         HB   140908157    42004518   125    1    5    6.0    1    1
    -11   24    1         HB   140908157    42004598   125    1    5    6.0    1    1
    -12   24    1         HB   140908157    42004618   125    1    5    6.0    1    1
    -13   24    1         HB   140908157    42004698   125    1    5    6.0    1    1
    -14   24    1         HB   140908157    42004718   125    1    5    6.0    1    1
    -15   24    1         HB   140908157    42004798   125    1    5    6.0    1    1
    -15   24    2         HB   140908157    42008798   125    1    5    6.0    1    1
    -16   24    1         HB   140908157    42004818   125    1    5    6.0    1    1
    -16   24    2         HB   140908157    42008818   125    1    5    6.0    1    1
     -1   25    1         HB   140908157    42004099   125    1    5    6.0    1    1
     -2   25    1         HB   140908157    42004119   125    1    5    6.0    1    1
     -3   25    1         HB   140908157    42004199   125    1    5    6.0    1    1
     -4   25    1         HB   140908157    42004219   125    1    5    6.0    1    1
     -5   25    1         HB   140908157    42004299   125    1    5    6.0    1    1
     -6   25    1         HB   140908157    42004319   125    1    5    6.0    1    1
     -7   25    1         HB   140908157    42004399   125    1    5    6.0    1    1
     -8   25    1         HB   140908157    42004419   125    1    5    6.0    1    1
     -9   25    1         HB   140908157    42004499   125    1    5    6.0    1    1
    -10   25    1         HB   140908157    42004519   125    1    5    6.0    1    1
    -11   25    1         HB   140908157    42004599   125    1    5    6.0    1    1
    -12   25    1         HB   140908157    42004619   125    1    5    6.0    1    1
    -13   25    1         HB   140908157    42004699   125    1    5    6.0    1    1
    -14   25    1         HB   140908157    42004719   125    1    5    6.0    1    1
    -15   25    1         HB   140908157    42004799   125    1    5    6.0    1    1
    -15   25    2         HB   140908157    42008799   125    1    5    6.0    1    1
    -16   25    1         HB   140908157    42004819   125    1    5    6.0    1    1
    -16   25    2         HB   140908157    42008819   125    1    5    6.0    1    1
     -1   26    1         HB   140908157    4200409A   125    1    5    6.0    1    1
     -2   26    1         HB   140908157    4200411A   125    1    5    6.0    1    1
     -3   26    1         HB   140908157    4200419A   125    1    5    6.0    1    1
     -4   26    1         HB   140908157    4200421A   125    1    5    6.0    1    1
     -5   26    1         HB   140908157    4200429A   125    1    5    6.0    1    1
     -6   26    1         HB   140908157    4200431A   125    1    5    6.0    1    1
     -7   26    1         HB   140908157    4200439A   125    1    5    6.0    1    1
     -8   26    1         HB   140908157    4200441A   125    1    5    6.0    1    1
     -9   26    1         HB   140908157    4200449A   125    1    5    6.0    1    1
    -10   26    1         HB   140908157    4200451A   125    1    5    6.0    1    1
    -11   26    1         HB   140908157    4200459A   125    1    5    6.0    1    1
    -12   26    1         HB   140908157    4200461A   125    1    5    6.0    1    1
    -13   26    1         HB   140908157    4200469A   125    1    5    6.0    1    1
    -14   26    1         HB   140908157    4200471A   125    1    5    6.0    1    1
    -15   26    1         HB   140908157    4200479A   125    1    5    6.0    1    1
    -15   26    2         HB   140908157    4200879A   125    1    5    6.0    1    1
    -16   26    1         HB   140908157    4200481A   125    1    5    6.0    1    1
    -16   26    2         HB   140908157    4200881A   125    1    5    6.0    1    1
     -1   27    1         HB   140908157    4200409B   125    1    5    6.0    1    1
     -2   27    1         HB   140908157    4200411B   125    1    5    6.0    1    1
     -3   27    1         HB   140908157    4200419B   125    1    5    6.0    1    1
     -4   27    1         HB   140908157    4200421B   125    1    5    6.0    1    1
     -5   27    1         HB   140908157    4200429B   125    1    5    6.0    1    1
     -6   27    1         HB   140908157    4200431B   125    1    5    6.0    1    1
     -7   27    1         HB   140908157    4200439B   125    1    5    6.0    1    1
     -8   27    1         HB   140908157    4200441B   125    1    5    6.0    1    1
     -9   27    1         HB   140908157    4200449B   125    1    5    6.0    1    1
    -10   27    1         HB   140908157    4200451B   125    1    5    6.0    1    1
    -11   27    1         HB   140908157    4200459B   125    1    5    6.0    1    1
    -12   27    1         HB   140908157    4200461B   125    1    5    6.0    1    1
    -13   27    1         HB   140908157    4200469B   125    1    5    6.0    1    1
    -14   27    1         HB   140908157    4200471B   125    1    5    6.0    1    1
    -15   27    1         HB   140908157    4200479B   125    1    5    6.0    1    1
    -15   27    2         HB   140908157    4200879B   125    1    5    6.0    1    1
    -16   27    1         HB   140908157    4200481B   125    1    5    6.0    1    1
    -16   27    2         HB   140908157    4200881B   125    1    5    6.0    1    1
     -1   28    1         HB   140908157    4200409C   125    1    5    6.0    1    1
     -2   28    1         HB   140908157    4200411C   125    1    5    6.0    1    1
     -3   28    1         HB   140908157    4200419C   125    1    5    6.0    1    1
     -4   28    1         HB   140908157    4200421C   125    1    5    6.0    1    1
     -5   28    1         HB   140908157    4200429C   125    1    5    6.0    1    1
     -6   28    1         HB   140908157    4200431C   125    1    5    6.0    1    1
     -7   28    1         HB   140908157    4200439C   125    1    5    6.0    1    1
     -8   28    1         HB   140908157    4200441C   125    1    5    6.0    1    1
     -9   28    1         HB   140908157    4200449C   125    1    5    6.0    1    1
    -10   28    1         HB   140908157    4200451C   125    1    5    6.0    1    1
    -11   28    1         HB   140908157    4200459C   125    1    5    6.0    1    1
    -12   28    1         HB   140908157    4200461C   125    1    5    6.0    1    1
    -13   28    1         HB   140908157    4200469C   125    1    5    6.0    1    1
    -14   28    1         HB   140908157    4200471C   125    1    5    6.0    1    1
    -15   28    1         HB   140908157    4200479C   125    1    5    6.0    1    1
    -15   28    2         HB   140908157    4200879C   125    1    5    6.0    1    1
    -16   28    1         HB   140908157    4200481C   125    1    5    6.0    1    1
    -16   28    2         HB   140908157    4200881C   125    1    5    6.0    1    1
     -1   29    1         HB   140908157    4200409D   125    1    5    6.0    1    1
     -2   29    1         HB   140908157    4200411D   125    1    5    6.0    1    1
     -3   29    1         HB   140908157    4200419D   125    1    5    6.0    1    1
     -4   29    1         HB   140908157    4200421D   125    1    5    6.0    1    1
     -5   29    1         HB   140908157    4200429D   125    1    5    6.0    1    1
     -6   29    1         HB   140908157    4200431D   125    1    5    6.0    1    1
     -7   29    1         HB   140908157    4200439D   125    1    5    6.0    1    1
     -8   29    1         HB   140908157    4200441D   125    1    5    6.0    1    1
     -9   29    1         HB   140908157    4200449D   125    1    5    6.0    1    1
    -10   29    1         HB   140908157    4200451D   125    1    5    6.0    1    1
    -11   29    1         HB   140908157    4200459D   125    1    5    6.0    1    1
    -12   29    1         HB   140908157    4200461D   125    1    5    6.0    1    1
    -13   29    1         HB   140908157    4200469D   125    1    5    6.0    1    1
    -14   29    1         HB   140908157    4200471D   125    1    5    6.0    1    1
    -15   29    1         HB   140908157    4200479D   125    1    5    6.0    1    1
    -15   29    2         HB   140908157    4200879D   125    1    5    6.0    1    1
    -16   29    1         HB   140908157    4200481D   125    1    5    6.0    1    1
    -16   29    2         HB   140908157    4200881D   125    1    5    6.0    1    1
     -1   30    1         HB   140908157    4200409E   125    1    5    6.0    1    1
     -2   30    1         HB   140908157    4200411E   125    1    5    6.0    1    1
