#             eta             phi             dep             det     cap0     cap1     cap2     cap3      DetId
              -22              59               1              HE  0.27073  0.27073  0.27073  0.27073   44004B3B
              -22              59               2              HE  0.28702  0.28702  0.28702  0.28702   44008B3B
              -23              59               1              HE  0.23361  0.23361  0.23361  0.23361   44004BBB
              -23              59               2              HE  0.27562  0.27562  0.27562  0.27562   44008BBB
              -24              59               1              HE  0.25025  0.25025  0.25025  0.25025   44004C3B
              -24              59               2              HE  0.27659  0.27659  0.27659  0.27659   44008C3B
              -25              59               1              HE  0.23387  0.23387  0.23387  0.23387   44004CBB
              -25              59               2              HE  0.24079  0.24079  0.24079  0.24079   44008CBB
              -26              59               1              HE  0.24937  0.24937  0.24937  0.24937   44004D3B
              -26              59               2              HE  0.24992  0.24992  0.24992  0.24992   44008D3B
              -27              59               1              HE  0.24266  0.24266  0.24266  0.24266   44004DBB
              -27              59               2              HE  0.24270  0.24270  0.24270  0.24270   44008DBB
              -27              59               3              HE  0.22968  0.22968  0.22968  0.22968   4400CDBB
              -28              59               1              HE  0.31212  0.31212  0.31212  0.31212   44004E3B
              -28              59               2              HE  0.23004  0.23004  0.23004  0.23004   44008E3B
              -28              59               3              HE  0.33592  0.33592  0.33592  0.33592   4400CE3B
              -29              59               1              HE  0.46750  0.46750  0.46750  0.46750   44004EBB
              -29              59               2              HE  0.36184  0.36184  0.36184  0.36184   44008EBB
              -16              60               3              HE  0.21277  0.21277  0.21277  0.21277   4400C83C
              -17              60               1              HE  0.19290  0.19290  0.19290  0.19290   440048BC
              -18              60               1              HE  0.22094  0.22094  0.22094  0.22094   4400493C
              -18              60               2              HE  0.22949  0.22949  0.22949  0.22949   4400893C
              -19              60               1              HE  0.22910  0.22910  0.22910  0.22910   440049BC
              -19              60               2              HE  0.21296  0.21296  0.21296  0.21296   440089BC
              -20              60               1              HE  0.22144  0.22144  0.22144  0.22144   44004A3C
              -20              60               2              HE  0.22885  0.22885  0.22885  0.22885   44008A3C
              -16              61               3              HE  0.18109  0.18109  0.18109  0.18109   4400C83D
              -17              61               1              HE  0.18230  0.18230  0.18230  0.18230   440048BD
              -18              61               1              HE  0.20228  0.20228  0.20228  0.20228   4400493D
              -18              61               2              HE  0.22870  0.22870  0.22870  0.22870   4400893D
              -19              61               1              HE  0.19643  0.19643  0.19643  0.19643   440049BD
              -19              61               2              HE  0.20935  0.20935  0.20935  0.20935   440089BD
              -20              61               1              HE  0.19847  0.19847  0.19847  0.19847   44004A3D
              -20              61               2              HE  0.21806  0.21806  0.21806  0.21806   44008A3D
              -21              61               1              HE  0.19308  0.19308  0.19308  0.19308   44004ABD
              -21              61               2              HE  0.23109  0.23109  0.23109  0.23109   44008ABD
              -22              61               1              HE  0.22847  0.22847  0.22847  0.22847   44004B3D
              -22              61               2              HE  0.22142  0.22142  0.22142  0.22142   44008B3D
              -23              61               1              HE  0.22142  0.22142  0.22142  0.22142   44004BBD
              -23              61               2              HE  0.23724  0.23724  0.23724  0.23724   44008BBD
              -24              61               1              HE  0.24387  0.24387  0.24387  0.24387   44004C3D
              -24              61               2              HE  0.23616  0.23616  0.23616  0.23616   44008C3D
              -25              61               1              HE  0.25605  0.25605  0.25605  0.25605   44004CBD
              -25              61               2              HE  0.22678  0.22678  0.22678  0.22678   44008CBD
              -26              61               1              HE  0.21470  0.21470  0.21470  0.21470   44004D3D
              -26              61               2              HE  0.20141  0.20141  0.20141  0.20141   44008D3D
              -27              61               1              HE  0.34211  0.34211  0.34211  0.34211   44004DBD
              -27              61               2              HE  0.34906  0.34906  0.34906  0.34906   44008DBD
              -27              61               3              HE  0.23357  0.23357  0.23357  0.23357   4400CDBD
              -28              61               1              HE  0.21418  0.21418  0.21418  0.21418   44004E3D
              -28              61               2              HE  0.20258  0.20258  0.20258  0.20258   44008E3D
              -28              61               3              HE  0.24138  0.24138  0.24138  0.24138   4400CE3D
              -29              61               1              HE  0.25991  0.25991  0.25991  0.25991   44004EBD
              -29              61               2              HE  0.33765  0.33765  0.33765  0.33765   44008EBD
              -16              62               3              HE  0.18242  0.18242  0.18242  0.18242   4400C83E
              -17              62               1              HE  0.18010  0.18010  0.18010  0.18010   440048BE
              -18              62               1              HE  0.20033  0.20033  0.20033  0.20033   4400493E
              -18              62               2              HE  0.22344  0.22344  0.22344  0.22344   4400893E
              -19              62               1              HE  0.22919  0.22919  0.22919  0.22919   440049BE
              -19              62               2              HE  0.20389  0.20389  0.20389  0.20389   440089BE
              -20              62               1              HE  0.20050  0.20050  0.20050  0.20050   44004A3E
              -20              62               2              HE  0.24657  0.24657  0.24657  0.24657   44008A3E
              -16              63               3              HE  0.20272  0.20272  0.20272  0.20272   4400C83F
              -17              63               1              HE  0.18045  0.18045  0.18045  0.18045   440048BF
              -18              63               1              HE  0.19467  0.19467  0.19467  0.19467   4400493F
              -18              63               2              HE  0.18866  0.18866  0.18866  0.18866   4400893F
              -19              63               1              HE  0.19867  0.19867  0.19867  0.19867   440049BF
              -19              63               2              HE  0.19552  0.19552  0.19552  0.19552   440089BF
              -20              63               1              HE  0.19257  0.19257  0.19257  0.19257   44004A3F
              -20              63               2              HE  0.20715  0.20715  0.20715  0.20715   44008A3F
              -21              63               1              HE  0.22621  0.22621  0.22621  0.22621   44004ABF
              -21              63               2              HE  0.22339  0.22339  0.22339  0.22339   44008ABF
              -22              63               1              HE  0.20459  0.20459  0.20459  0.20459   44004B3F
              -22              63               2              HE  0.20903  0.20903  0.20903  0.20903   44008B3F
              -23              63               1              HE  0.25326  0.25326  0.25326  0.25326   44004BBF
              -23              63               2              HE  0.22415  0.22415  0.22415  0.22415   44008BBF
              -24              63               1              HE  0.21843  0.21843  0.21843  0.21843   44004C3F
              -24              63               2              HE  0.22645  0.22645  0.22645  0.22645   44008C3F
              -25              63               1              HE  0.27536  0.27536  0.27536  0.27536   44004CBF
              -25              63               2              HE  0.27235  0.27235  0.27235  0.27235   44008CBF
              -26              63               1              HE  0.22712  0.22712  0.22712  0.22712   44004D3F
              -26              63               2              HE  0.22243  0.22243  0.22243  0.22243   44008D3F
              -27              63               1              HE  0.34074  0.34074  0.34074  0.34074   44004DBF
              -27              63               2              HE  0.32219  0.32219  0.32219  0.32219   44008DBF
              -27              63               3              HE  0.30880  0.30880  0.30880  0.30880   4400CDBF
              -28              63               1              HE  0.24003  0.24003  0.24003  0.24003   44004E3F
              -28              63               2              HE  0.21426  0.21426  0.21426  0.21426   44008E3F
              -28              63               3              HE  0.28323  0.28323  0.28323  0.28323   4400CE3F
              -29              63               1              HE  0.46345  0.46345  0.46345  0.46345   44004EBF
              -29              63               2              HE  0.42792  0.42792  0.42792  0.42792   44008EBF
              -16              64               3              HE  0.22508  0.22508  0.22508  0.22508   4400C840
              -17              64               1              HE  0.19715  0.19715  0.19715  0.19715   440048C0
              -18              64               1              HE  0.23421  0.23421  0.23421  0.23421   44004940
              -18              64               2              HE  0.20614  0.20614  0.20614  0.20614   44008940
              -19              64               1              HE  0.22930  0.22930  0.22930  0.22930   440049C0
              -19              64               2              HE  0.19504  0.19504  0.19504  0.19504   440089C0
              -20              64               1              HE  0.23320  0.23320  0.23320  0.23320   44004A40
              -20              64               2              HE  0.20686  0.20686  0.20686  0.20686   44008A40
              -16              65               3              HE  0.18848  0.18848  0.18848  0.18848   4400C841
              -17              65               1              HE  0.18342  0.18342  0.18342  0.18342   440048C1
              -18              65               1              HE  0.19446  0.19446  0.19446  0.19446   44004941
              -18              65               2              HE  0.21070  0.21070  0.21070  0.21070   44008941
              -19              65               1              HE  0.19841  0.19841  0.19841  0.19841   440049C1
              -19              65               2              HE  0.18604  0.18604  0.18604  0.18604   440089C1
              -20              65               1              HE  0.21708  0.21708  0.21708  0.21708   44004A41
              -20              65               2              HE  0.20030  0.20030  0.20030  0.20030   44008A41
              -21              65               1              HE  0.23263  0.23263  0.23263  0.23263   44004AC1
              -21              65               2              HE  0.21594  0.21594  0.21594  0.21594   44008AC1
              -22              65               1              HE  0.26998  0.26998  0.26998  0.26998   44004B41
              -22              65               2              HE  0.21532  0.21532  0.21532  0.21532   44008B41
              -23              65               1              HE  0.23781  0.23781  0.23781  0.23781   44004BC1
              -23              65               2              HE  0.22958  0.22958  0.22958  0.22958   44008BC1
              -24              65               1              HE  0.25374  0.25374  0.25374  0.25374   44004C41
              -24              65               2              HE  0.23598  0.23598  0.23598  0.23598   44008C41
              -25              65               1              HE  0.25541  0.25541  0.25541  0.25541   44004CC1
              -25              65               2              HE  0.23138  0.23138  0.23138  0.23138   44008CC1
              -26              65               1              HE  0.22867  0.22867  0.22867  0.22867   44004D41
              -26              65               2              HE  0.19557  0.19557  0.19557  0.19557   44008D41
              -27              65               1              HE  0.30587  0.30587  0.30587  0.30587   44004DC1
              -27              65               2              HE  0.33660  0.33660  0.33660  0.33660   44008DC1
              -27              65               3              HE  0.23912  0.23912  0.23912  0.23912   4400CDC1
              -28              65               1              HE  0.23560  0.23560  0.23560  0.23560   44004E41
              -28              65               2              HE  0.20712  0.20712  0.20712  0.20712   44008E41
              -28              65               3              HE  0.27772  0.27772  0.27772  0.27772   4400CE41
              -29              65               1              HE  0.31342  0.31342  0.31342  0.31342   44004EC1
              -29              65               2              HE  0.41637  0.41637  0.41637  0.41637   44008EC1
              -16              66               3              HE  0.15893  0.15893  0.15893  0.15893   4400C842
              -17              66               1              HE  0.17152  0.17152  0.17152  0.17152   440048C2
              -18              66               1              HE  0.20308  0.20308  0.20308  0.20308   44004942
              -18              66               2              HE  0.18495  0.18495  0.18495  0.18495   44008942
              -19              66               1              HE  0.22042  0.22042  0.22042  0.22042   440049C2
              -19              66               2              HE  0.17467  0.17467  0.17467  0.17467   440089C2
              -20              66               1              HE  0.24180  0.24180  0.24180  0.24180   44004A42
              -20              66               2              HE  0.18829  0.18829  0.18829  0.18829   44008A42
              -16              67               3              HE  0.20218  0.20218  0.20218  0.20218   4400C843
              -17              67               1              HE  0.22779  0.22779  0.22779  0.22779   440048C3
              -18              67               1              HE  0.22891  0.22891  0.22891  0.22891   44004943
              -18              67               2              HE  0.28654  0.28654  0.28654  0.28654   44008943
              -19              67               1              HE  0.26220  0.26220  0.26220  0.26220   440049C3
              -19              67               2              HE  0.24238  0.24238  0.24238  0.24238   440089C3
              -20              67               1              HE  0.23962  0.23962  0.23962  0.23962   44004A43
              -20              67               2              HE  0.26738  0.26738  0.26738  0.26738   44008A43
              -21              67               1              HE  0.27958  0.27958  0.27958  0.27958   44004AC3
              -21              67               2              HE  0.25091  0.25091  0.25091  0.25091   44008AC3
              -22              67               1              HE  0.38589  0.38589  0.38589  0.38589   44004B43
              -22              67               2              HE  0.33613  0.33613  0.33613  0.33613   44008B43
              -23              67               1              HE  0.24685  0.24685  0.24685  0.24685   44004BC3
              -23              67               2              HE  0.25324  0.25324  0.25324  0.25324   44008BC3
              -24              67               1              HE  0.29408  0.29408  0.29408  0.29408   44004C43
              -24              67               2              HE  0.26475  0.26475  0.26475  0.26475   44008C43
              -25              67               1              HE  0.23304  0.23304  0.23304  0.23304   44004CC3
              -25              67               2              HE  0.20868  0.20868  0.20868  0.20868   44008CC3
              -26              67               1              HE  0.29154  0.29154  0.29154  0.29154   44004D43
              -26              67               2              HE  0.28539  0.28539  0.28539  0.28539   44008D43
              -27              67               1              HE  0.23780  0.23780  0.23780  0.23780   44004DC3
              -27              67               2              HE  0.25958  0.25958  0.25958  0.25958   44008DC3
              -27              67               3              HE  0.25945  0.25945  0.25945  0.25945   4400CDC3
              -28              67               1              HE  0.32533  0.32533  0.32533  0.32533   44004E43
              -28              67               2              HE  0.27035  0.27035  0.27035  0.27035   44008E43
              -28              67               3              HE  0.28423  0.28423  0.28423  0.28423   4400CE43
              -29              67               1              HE  0.45417  0.45417  0.45417  0.45417   44004EC3
              -29              67               2              HE  0.36528  0.36528  0.36528  0.36528   44008EC3
              -16              68               3              HE  0.17185  0.17185  0.17185  0.17185   4400C844
              -17              68               1              HE  0.17075  0.17075  0.17075  0.17075   440048C4
              -18              68               1              HE  0.19692  0.19692  0.19692  0.19692   44004944
              -18              68               2              HE  0.18631  0.18631  0.18631  0.18631   44008944
              -19              68               1              HE  0.22791  0.22791  0.22791  0.22791   440049C4
              -19              68               2              HE  0.19845  0.19845  0.19845  0.19845   440089C4
              -20              68               1              HE  0.23614  0.23614  0.23614  0.23614   44004A44
              -20              68               2              HE  0.20613  0.20613  0.20613  0.20613   44008A44
              -16              69               3              HE  0.16381  0.16381  0.16381  0.16381   4400C845
              -17              69               1              HE  0.15005  0.15005  0.15005  0.15005   440048C5
              -18              69               1              HE  0.17699  0.17699  0.17699  0.17699   44004945
              -18              69               2              HE  0.19565  0.19565  0.19565  0.19565   44008945
              -19              69               1              HE  0.19448  0.19448  0.19448  0.19448   440049C5
              -19              69               2              HE  0.19114  0.19114  0.19114  0.19114   440089C5
              -20              69               1              HE  0.17491  0.17491  0.17491  0.17491   44004A45
              -20              69               2              HE  0.17398  0.17398  0.17398  0.17398   44008A45
              -21              69               1              HE  0.19082  0.19082  0.19082  0.19082   44004AC5
              -21              69               2              HE  0.17917  0.17917  0.17917  0.17917   44008AC5
              -22              69               1              HE  0.24927  0.24927  0.24927  0.24927   44004B45
              -22              69               2              HE  0.24242  0.24242  0.24242  0.24242   44008B45
              -23              69               1              HE  0.22968  0.22968  0.22968  0.22968   44004BC5
              -23              69               2              HE  0.22663  0.22663  0.22663  0.22663   44008BC5
              -24              69               1              HE  0.24656  0.24656  0.24656  0.24656   44004C45
              -24              69               2              HE  0.27262  0.27262  0.27262  0.27262   44008C45
              -25              69               1              HE  0.19180  0.19180  0.19180  0.19180   44004CC5
              -25              69               2              HE  0.18677  0.18677  0.18677  0.18677   44008CC5
              -26              69               1              HE  0.23617  0.23617  0.23617  0.23617   44004D45
              -26              69               2              HE  0.20554  0.20554  0.20554  0.20554   44008D45
              -27              69               1              HE  0.24018  0.24018  0.24018  0.24018   44004DC5
              -27              69               2              HE  0.24439  0.24439  0.24439  0.24439   44008DC5
              -27              69               3              HE  0.20398  0.20398  0.20398  0.20398   4400CDC5
              -28              69               1              HE  0.26203  0.26203  0.26203  0.26203   44004E45
              -28              69               2              HE  0.21129  0.21129  0.21129  0.21129   44008E45
              -28              69               3              HE  0.24418  0.24418  0.24418  0.24418   4400CE45
              -29              69               1              HE  0.31504  0.31504  0.31504  0.31504   44004EC5
              -29              69               2              HE  0.36437  0.36437  0.36437  0.36437   44008EC5
              -16              70               3              HE  0.18171  0.18171  0.18171  0.18171   4400C846
              -17              70               1              HE  0.19593  0.19593  0.19593  0.19593   440048C6
              -18              70               1              HE  0.19950  0.19950  0.19950  0.19950   44004946
              -18              70               2              HE  0.21921  0.21921  0.21921  0.21921   44008946
              -19              70               1              HE  0.22025  0.22025  0.22025  0.22025   440049C6
              -19              70               2              HE  0.22115  0.22115  0.22115  0.22115   440089C6
              -20              70               1              HE  0.22552  0.22552  0.22552  0.22552   44004A46
              -20              70               2              HE  0.24166  0.24166  0.24166  0.24166   44008A46
              -16              71               3              HE  0.17344  0.17344  0.17344  0.17344   4400C847
              -17              71               1              HE  0.15415  0.15415  0.15415  0.15415   440048C7
              -18              71               1              HE  0.20485  0.20485  0.20485  0.20485   44004947
              -18              71               2              HE  0.16913  0.16913  0.16913  0.16913   44008947
              -19              71               1              HE  0.18535  0.18535  0.18535  0.18535   440049C7
              -19              71               2              HE  0.17488  0.17488  0.17488  0.17488   440089C7
              -20              71               1              HE  0.18512  0.18512  0.18512  0.18512   44004A47
              -20              71               2              HE  0.18319  0.18319  0.18319  0.18319   44008A47
              -21              71               1              HE  0.30968  0.30968  0.30968  0.30968   44004AC7
              -21              71               2              HE  0.28801  0.28801  0.28801  0.28801   44008AC7
              -22              71               1              HE  0.22748  0.22748  0.22748  0.22748   44004B47
              -22              71               2              HE  0.23426  0.23426  0.23426  0.23426   44008B47
              -23              71               1              HE  0.30378  0.30378  0.30378  0.30378   44004BC7
              -23              71               2              HE  0.28346  0.28346  0.28346  0.28346   44008BC7
              -24              71               1              HE  0.20905  0.20905  0.20905  0.20905   44004C47
              -24              71               2              HE  0.21426  0.21426  0.21426  0.21426   44008C47
              -25              71               1              HE  0.27796  0.27796  0.27796  0.27796   44004CC7
              -25              71               2              HE  0.26634  0.26634  0.26634  0.26634   44008CC7
              -26              71               1              HE  0.22059  0.22059  0.22059  0.22059   44004D47
              -26              71               2              HE  0.21463  0.21463  0.21463  0.21463   44008D47
              -27              71               1              HE  0.27210  0.27210  0.27210  0.27210   44004DC7
              -27              71               2              HE  0.28625  0.28625  0.28625  0.28625   44008DC7
              -27              71               3              HE  0.28789  0.28789  0.28789  0.28789   4400CDC7
              -28              71               1              HE  0.21351  0.21351  0.21351  0.21351   44004E47
              -28              71               2              HE  0.18616  0.18616  0.18616  0.18616   44008E47
              -28              71               3              HE  0.25218  0.25218  0.25218  0.25218   4400CE47
              -29              71               1              HE  0.34024  0.34024  0.34024  0.34024   44004EC7
              -29              71               2              HE  0.34149  0.34149  0.34149  0.34149   44008EC7
              -16              72               3              HE  0.23620  0.23620  0.23620  0.23620   4400C848
              -17              72               1              HE  0.21834  0.21834  0.21834  0.21834   440048C8
              -18              72               1              HE  0.23664  0.23664  0.23664  0.23664   44004948
              -18              72               2              HE  0.24643  0.24643  0.24643  0.24643   44008948
              -19              72               1              HE  0.29175  0.29175  0.29175  0.29175   440049C8
              -19              72               2              HE  0.26150  0.26150  0.26150  0.26150   440089C8
              -20              72               1              HE  0.26195  0.26195  0.26195  0.26195   44004A48
              -20              72               2              HE  0.27254  0.27254  0.27254  0.27254   44008A48
               16               1               3              HE  0.17025  0.17025  0.17025  0.17025   4400E801
               17               1               1              HE  0.16980  0.16980  0.16980  0.16980   44006881
               18               1               1              HE  0.18775  0.18775  0.18775  0.18775   44006901
               18               1               2              HE  0.20125  0.20125  0.20125  0.20125   4400A901
               19               1               1              HE  0.24206  0.24206  0.24206  0.24206   44006981
               19               1               2              HE  0.19745  0.19745  0.19745  0.19745   4400A981
               20               1               1              HE  0.22767  0.22767  0.22767  0.22767   44006A01
               20               1               2              HE  0.22131  0.22131  0.22131  0.22131   4400AA01
               21               1               1              HE  0.23412  0.23412  0.23412  0.23412   44006A81
               21               1               2              HE  0.22060  0.22060  0.22060  0.22060   4400AA81
               22               1               1              HE  0.26646  0.26646  0.26646  0.26646   44006B01
               22               1               2              HE  0.27646  0.27646  0.27646  0.27646   4400AB01
               23               1               1              HE  0.23125  0.23125  0.23125  0.23125   44006B81
               23               1               2              HE  0.26741  0.26741  0.26741  0.26741   4400AB81
               24               1               1              HE  0.25259  0.25259  0.25259  0.25259   44006C01
               24               1               2              HE  0.28003  0.28003  0.28003  0.28003   4400AC01
               25               1               1              HE  0.22036  0.22036  0.22036  0.22036   44006C81
               25               1               2              HE  0.20000  0.20000  0.20000  0.20000   4400AC81
               26               1               1              HE  0.25493  0.25493  0.25493  0.25493   44006D01
               26               1               2              HE  0.26697  0.26697  0.26697  0.26697   4400AD01
               27               1               1              HE  0.21954  0.21954  0.21954  0.21954   44006D81
               27               1               2              HE  0.22434  0.22434  0.22434  0.22434   4400AD81
               27               1               3              HE  0.21060  0.21060  0.21060  0.21060   4400ED81
               28               1               1              HE  0.23130  0.23130  0.23130  0.23130   44006E01
               28               1               2              HE  0.20501  0.20501  0.20501  0.20501   4400AE01
               28               1               3              HE  0.23400  0.23400  0.23400  0.23400   4400EE01
               29               1               1              HE  0.28023  0.28023  0.28023  0.28023   44006E81
               29               1               2              HE  0.28321  0.28321  0.28321  0.28321   4400AE81
               16               2               3              HE  0.20994  0.20994  0.20994  0.20994   4400E802
               17               2               1              HE  0.20506  0.20506  0.20506  0.20506   44006882
               18               2               1              HE  0.20961  0.20961  0.20961  0.20961   44006902
               18               2               2              HE  0.24416  0.24416  0.24416  0.24416   4400A902
               19               2               1              HE  0.24850  0.24850  0.24850  0.24850   44006982
               19               2               2              HE  0.23368  0.23368  0.23368  0.23368   4400A982
               20               2               1              HE  0.22804  0.22804  0.22804  0.22804   44006A02
               20               2               2              HE  0.24170  0.24170  0.24170  0.24170   4400AA02
               16               3               3              HE  0.16416  0.16416  0.16416  0.16416   4400E803
               17               3               1              HE  0.17623  0.17623  0.17623  0.17623   44006883
               18               3               1              HE  0.22723  0.22723  0.22723  0.22723   44006903
               18               3               2              HE  0.19400  0.19400  0.19400  0.19400   4400A903
               19               3               1              HE  0.19284  0.19284  0.19284  0.19284   44006983
               19               3               2              HE  0.18206  0.18206  0.18206  0.18206   4400A983
               20               3               1              HE  0.19679  0.19679  0.19679  0.19679   44006A03
               20               3               2              HE  0.17453  0.17453  0.17453  0.17453   4400AA03
               21               3               1              HE  0.28771  0.28771  0.28771  0.28771   44006A83
               21               3               2              HE  0.33176  0.33176  0.33176  0.33176   4400AA83
               22               3               1              HE  0.20304  0.20304  0.20304  0.20304   44006B03
               22               3               2              HE  0.19373  0.19373  0.19373  0.19373   4400AB03
               23               3               1              HE  0.29933  0.29933  0.29933  0.29933   44006B83
               23               3               2              HE  0.27902  0.27902  0.27902  0.27902   4400AB83
               24               3               1              HE  0.22155  0.22155  0.22155  0.22155   44006C03
               24               3               2              HE  0.23752  0.23752  0.23752  0.23752   4400AC03
               25               3               1              HE  0.28517  0.28517  0.28517  0.28517   44006C83
               25               3               2              HE  0.36642  0.36642  0.36642  0.36642   4400AC83
               26               3               1              HE  0.21726  0.21726  0.21726  0.21726   44006D03
               26               3               2              HE  0.20077  0.20077  0.20077  0.20077   4400AD03
               27               3               1              HE  0.26788  0.26788  0.26788  0.26788   44006D83
               27               3               2              HE  0.29595  0.29595  0.29595  0.29595   4400AD83
               27               3               3              HE  0.24759  0.24759  0.24759  0.24759   4400ED83
               28               3               1              HE  0.21365  0.21365  0.21365  0.21365   44006E03
               28               3               2              HE  0.20215  0.20215  0.20215  0.20215   4400AE03
               28               3               3              HE  0.21789  0.21789  0.21789  0.21789   4400EE03
               29               3               1              HE  0.29313  0.29313  0.29313  0.29313   44006E83
               29               3               2              HE  0.32291  0.32291  0.32291  0.32291   4400AE83
               16               4               3              HE  0.24813  0.24813  0.24813  0.24813   4400E804
               17               4               1              HE  0.29402  0.29402  0.29402  0.29402   44006884
               18               4               1              HE  0.24141  0.24141  0.24141  0.24141   44006904
               18               4               2              HE  0.30692  0.30692  0.30692  0.30692   4400A904
               19               4               1              HE  0.29208  0.29208  0.29208  0.29208   44006984
               19               4               2              HE  0.30172  0.30172  0.30172  0.30172   4400A984
               20               4               1              HE  0.24978  0.24978  0.24978  0.24978   44006A04
               20               4               2              HE  0.30087  0.30087  0.30087  0.30087   4400AA04
               16               5               3              HE  0.26366  0.26366  0.26366  0.26366   4400E805
               17               5               1              HE  0.28610  0.28610  0.28610  0.28610   44006885
               18               5               1              HE  0.29010  0.29010  0.29010  0.29010   44006905
               18               5               2              HE  0.29717  0.29717  0.29717  0.29717   4400A905
               19               5               1              HE  0.31405  0.31405  0.31405  0.31405   44006985
               19               5               2              HE  0.31172  0.31172  0.31172  0.31172   4400A985
               20               5               1              HE  0.27475  0.27475  0.27475  0.27475   44006A05
               20               5               2              HE  0.34855  0.34855  0.34855  0.34855   4400AA05
               21               5               1              HE  0.34592  0.34592  0.34592  0.34592   44006A85
               21               5               2              HE  0.33844  0.33844  0.33844  0.33844   4400AA85
               22               5               1              HE  0.23472  0.23472  0.23472  0.23472   44006B05
               22               5               2              HE  0.24740  0.24740  0.24740  0.24740   4400AB05
               23               5               1              HE  0.32923  0.32923  0.32923  0.32923   44006B85
               23               5               2              HE  0.31630  0.31630  0.31630  0.31630   4400AB85
               24               5               1              HE  0.22514  0.22514  0.22514  0.22514   44006C05
               24               5               2              HE  0.23375  0.23375  0.23375  0.23375   4400AC05
               25               5               1              HE  0.33667  0.33667  0.33667  0.33667   44006C85
               25               5               2              HE  0.34809  0.34809  0.34809  0.34809   4400AC85
               26               5               1              HE  0.26857  0.26857  0.26857  0.26857   44006D05
               26               5               2              HE  0.22220  0.22220  0.22220  0.22220   4400AD05
               27               5               1              HE  0.33275  0.33275  0.33275  0.33275   44006D85
               27               5               2              HE  0.32734  0.32734  0.32734  0.32734   4400AD85
               27               5               3              HE  0.27354  0.27354  0.27354  0.27354   4400ED85
               28               5               1              HE  0.21079  0.21079  0.21079  0.21079   44006E05
               28               5               2              HE  0.23565  0.23565  0.23565  0.23565   4400AE05
               28               5               3              HE  0.24314  0.24314  0.24314  0.24314   4400EE05
               29               5               1              HE  0.29497  0.29497  0.29497  0.29497   44006E85
               29               5               2              HE  0.33843  0.33843  0.33843  0.33843   4400AE85
               16               6               3              HE  0.20648  0.20648  0.20648  0.20648   4400E806
               17               6               1              HE  0.17956  0.17956  0.17956  0.17956   44006886
               18               6               1              HE  0.20213  0.20213  0.20213  0.20213   44006906
               18               6               2              HE  0.20332  0.20332  0.20332  0.20332   4400A906
               19               6               1              HE  0.21656  0.21656  0.21656  0.21656   44006986
               19               6               2              HE  0.20040  0.20040  0.20040  0.20040   4400A986
               20               6               1              HE  0.23200  0.23200  0.23200  0.23200   44006A06
               20               6               2              HE  0.22224  0.22224  0.22224  0.22224   4400AA06
               16               7               3              HE  0.19085  0.19085  0.19085  0.19085   4400E807
               17               7               1              HE  0.21940  0.21940  0.21940  0.21940   44006887
               18               7               1              HE  0.21928  0.21928  0.21928  0.21928   44006907
               18               7               2              HE  0.24811  0.24811  0.24811  0.24811   4400A907
               19               7               1              HE  0.22440  0.22440  0.22440  0.22440   44006987
               19               7               2              HE  0.20165  0.20165  0.20165  0.20165   4400A987
               20               7               1              HE  0.22678  0.22678  0.22678  0.22678   44006A07
               20               7               2              HE  0.22858  0.22858  0.22858  0.22858   4400AA07
               21               7               1              HE  0.22765  0.22765  0.22765  0.22765   44006A87
               21               7               2              HE  0.25052  0.25052  0.25052  0.25052   4400AA87
               22               7               1              HE  0.25121  0.25121  0.25121  0.25121   44006B07
               22               7               2              HE  0.25730  0.25730  0.25730  0.25730   4400AB07
               23               7               1              HE  0.22785  0.22785  0.22785  0.22785   44006B87
               23               7               2              HE  0.26089  0.26089  0.26089  0.26089   4400AB87
               24               7               1              HE  0.22052  0.22052  0.22052  0.22052   44006C07
               24               7               2              HE  0.22864  0.22864  0.22864  0.22864   4400AC07
               25               7               1              HE  0.22596  0.22596  0.22596  0.22596   44006C87
               25               7               2              HE  0.21620  0.21620  0.21620  0.21620   4400AC87
               26               7               1              HE  0.24521  0.24521  0.24521  0.24521   44006D07
               26               7               2              HE  0.25899  0.25899  0.25899  0.25899   4400AD07
               27               7               1              HE  0.23161  0.23161  0.23161  0.23161   44006D87
               27               7               2              HE  0.21907  0.21907  0.21907  0.21907   4400AD87
               27               7               3              HE  0.23129  0.23129  0.23129  0.23129   4400ED87
               28               7               1              HE  0.20290  0.20290  0.20290  0.20290   44006E07
               28               7               2              HE  0.27742  0.27742  0.27742  0.27742   4400AE07
               28               7               3              HE  0.23956  0.23956  0.23956  0.23956   4400EE07
               29               7               1              HE  0.32508  0.32508  0.32508  0.32508   44006E87
               29               7               2              HE  0.26702  0.26702  0.26702  0.26702   4400AE87
               16               8               3              HE  0.16914  0.16914  0.16914  0.16914   4400E808
               17               8               1              HE  0.16010  0.16010  0.16010  0.16010   44006888
               18               8               1              HE  0.20393  0.20393  0.20393  0.20393   44006908
               18               8               2              HE  0.20886  0.20886  0.20886  0.20886   4400A908
               19               8               1              HE  0.22170  0.22170  0.22170  0.22170   44006988
               19               8               2              HE  0.20157  0.20157  0.20157  0.20157   4400A988
               20               8               1              HE  0.21150  0.21150  0.21150  0.21150   44006A08
               20               8               2              HE  0.24235  0.24235  0.24235  0.24235   4400AA08
               16               9               3              HE  0.21574  0.21574  0.21574  0.21574   4400E809
               17               9               1              HE  0.20895  0.20895  0.20895  0.20895   44006889
